run,rc,stress,correlation
3.0,0.85,0.102085604465,0.799817292623
4.0,0.85,0.10383838851,0.794604783185
5.0,0.85,0.101688709995,0.794876189204
1.0,0.86,0.107228000185,0.808949168346
2.0,0.86,0.104574638168,0.804552766971
3.0,0.86,0.103688567804,0.812696226957
4.0,0.86,0.106554192642,0.815937947804
5.0,0.86,0.105777251726,0.782206349871
1.0,0.87,0.105368561881,0.800906347176
2.0,0.87,0.102761257072,0.802653418895
3.0,0.87,0.101722875448,0.793921082471
4.0,0.87,0.107849389472,0.816461043397
5.0,0.87,0.102541887395,0.80774079123
1.0,0.88,0.107281750569,0.829758370449
2.0,0.88,0.104796871868,0.803917596726
3.0,0.88,0.102879493253,0.808970667788
4.0,0.88,0.100452325684,0.809614289459
5.0,0.88,0.103943173404,0.780580163876
1.0,0.89,0.10397630967,0.81141078553
2.0,0.89,0.106313220423,0.811581030148
3.0,0.89,0.106553254228,0.79745342797
4.0,0.89,0.105840903337,0.80327454564
5.0,0.89,0.0990931488041,0.805195487828
1.0,0.9,0.106558076515,0.81455520329
2.0,0.9,0.104728208681,0.800313323013
3.0,0.9,0.106579960422,0.811981131529
4.0,0.9,0.101849741675,0.80582660357
5.0,0.9,0.105549658979,0.81444230585
1.0,0.91,0.101936932835,0.798266405325
2.0,0.91,0.100642585571,0.808479242371
3.0,0.91,0.100409267028,0.797529069707
4.0,0.91,0.107767982707,0.826937095752
5.0,0.91,0.102927673378,0.82071425487
1.0,0.92,0.107270670706,0.822733497455
2.0,0.92,0.102030476595,0.801956717205
3.0,0.92,0.104893067207,0.795167583661
4.0,0.92,0.106753092851,0.809420760322
5.0,0.92,0.104141160014,0.800825075009
1.0,0.93,0.102838985168,0.796343439559
2.0,0.93,0.103955253536,0.810399320138
3.0,0.93,0.102513371102,0.806341898144
4.0,0.93,0.108994144361,0.82356606291
5.0,0.93,0.107481332648,0.799342417057
1.0,0.94,0.111873393946,0.808783359365
2.0,0.94,0.0984782015508,0.812340714461
3.0,0.94,0.100074665028,0.788480421959
4.0,0.94,0.105454979722,0.802681092919
5.0,0.94,0.108124559604,0.812117979942
1.0,0.95,0.102315322793,0.828402011974
2.0,0.95,0.114159262059,0.818014457881
3.0,0.95,0.102173420411,0.801606208981
4.0,0.95,0.101813076065,0.797248904443
5.0,0.95,0.101525672857,0.789991455427
1.0,0.96,0.102001130559,0.795064286884
2.0,0.96,0.106893608082,0.811815336817
3.0,0.96,0.109342936904,0.818077885684
4.0,0.96,0.109154747579,0.802362034884
5.0,0.96,0.10168477404,0.806197111204
1.0,0.97,0.103292124605,0.810550066286
2.0,0.97,0.102958262093,0.810382175681
3.0,0.97,0.10486140728,0.797152979609
4.0,0.97,0.109540126692,0.811827842744
5.0,0.97,0.100930291575,0.780899077854
1.0,0.98,0.102932666684,0.79283529327
2.0,0.98,0.102847374219,0.808695833782
3.0,0.98,0.101939146586,0.801677199109
4.0,0.98,0.104181714336,0.794267266369
5.0,0.98,0.106860886722,0.810084846542
1.0,0.99,0.103329344028,0.806722581939
2.0,0.99,0.104618966694,0.79795920698
3.0,0.99,0.108664572122,0.804761322527
4.0,0.99,0.104364881095,0.770256709674
5.0,0.99,0.107490908229,0.81183835174
1.0,1.0,0.102173143624,0.806364458646
2.0,1.0,0.107832344382,0.80461310069
3.0,1.0,0.105834695198,0.7990425489
4.0,1.0,0.107082376475,0.804071771625
5.0,1.0,0.101972909326,0.817222366486
